id_partida,id_partida_fonte,temporada,data_partida,ano_calendario,mes,dia_semana,hora,home_team,away_team,stadium,ref,public,publico,game_date,home_team_score,away_team_score,resultado,resultado_codigo,link,gols_eventos_mandante,amarelos_mandante,vermelhos_diretos_mandante,segundos_amarelos_mandante,expulsoes_mandante,penaltis_convertidos_mandante,gols_contra_mandante,gols_eventos_visitante,amarelos_visitante,vermelhos_diretos_visitante,segundos_amarelos_visitante,expulsoes_visitante,penaltis_convertidos_visitante,gols_contra_visitante,total_gols,saldo_gols_mandante,total_amarelos,total_expulsoes,teve_expulsao,teve_penalti_convertido,teve_gol_contra,pontos_media_ultimos_5_mandante,vitorias_ultimos_5_mandante,empates_ultimos_5_mandante,derrotas_ultimos_5_mandante,gols_marcados_media_ultimos_5_mandante,gols_sofridos_media_ultimos_5_mandante,saldo_gols_media_ultimos_5_mandante,amarelos_media_ultimos_5_mandante,expulsoes_media_ultimos_5_mandante,aproveitamento_ultimos_5_mandante,jogos_anteriores_mandante,aproveitamento_mandante_em_casa,pontos_media_ultimos_5_visitante,vitorias_ultimos_5_visitante,empates_ultimos_5_visitante,derrotas_ultimos_5_visitante,gols_marcados_media_ultimos_5_visitante,gols_sofridos_media_ultimos_5_visitante,saldo_gols_media_ultimos_5_visitante,amarelos_media_ultimos_5_visitante,expulsoes_media_ultimos_5_visitante,aproveitamento_ultimos_5_visitante,jogos_anteriores_visitante,aproveitamento_visitante_fora,utilizavel_ml
45,3isci9s39s4vdtyinecreectm,2020,2020-08-23 20:00:00,2020,8,domingo,20,Ceará SC,EC Bahia,Castelão,Wagner do Nascimento Magalhaes,No data,,23 de agosto de 2020 20:00,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3isci9s39s4vdtyinecreectm,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,3,0,0,0,0,,,,,,,,,,,4,,,,,,,,,,,,3,,0
46,3sh8ujn7z0wpx420c4gd1oqqy,2020,2020-08-26 19:00:00,2020,8,quarta-feira,19,São Paulo FC,Club Athletico Paranaense,Morumbi,Marcelo de Lima Henrique,No data,,26 de agosto de 2020 19:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3sh8ujn7z0wpx420c4gd1oqqy,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,,,,,,,,,,,4,,1.2,2.0,0.0,3.0,1.0,1.2,-0.2,3.0,0.0,0.4,5,,0
47,3i5cgxvrh6n9exih1zznvu2cq,2020,2020-08-26 21:30:00,2020,8,quarta-feira,21,SC Corinthians Paulista,Fortaleza EC,Neo Química Arena,Rodolpho Toski Marques,No data,,26 de agosto de 2020 21:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3i5cgxvrh6n9exih1zznvu2cq,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,,,,,,,,,,,3,,,,,,,,,,,,4,,0
48,3jb5csylmlnabx00ss9qz4oyy,2020,2020-08-29 17:00:00,2020,8,sábado,17,Botafogo FR,SC Internacional,Estádio Nilton Santos,Thiago Duarte Peixoto,No data,,29 de agosto de 2020 17:00,0,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3jb5csylmlnabx00ss9qz4oyy,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,-2,4,0,0,0,0,,,,,,,,,,,4,,2.4,4.0,0.0,1.0,1.6,0.4,1.2,2.4,0.2,0.8,5,,0
49,3j5a4251gkw8pwrhacwpzu9gq,2020,2020-08-29 19:00:00,2020,8,sábado,19,Fluminense FC,CR Vasco da Gama,Estádio Jornalista Mário Filho (Maracanã),Braulio da Silva Machado,No data,,29 de agosto de 2020 19:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3j5a4251gkw8pwrhacwpzu9gq,2,4,0,0,0,0,0,1,1,1,0,1,0,0,3,1,5,1,1,0,0,1.4,2.0,1.0,2.0,1.0,1.0,0.0,3.2,0.0,0.4666666666666667,5,,,,,,,,,,,,4,,0
50,3k4ymza5yrd7y8ai3ou6ide22,2020,2020-08-29 19:00:00,2020,8,sábado,19,EC Bahia,SE Palmeiras,Pituaçu,Bruno Arleu de Araújo,No data,,29 de agosto de 2020 19:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3k4ymza5yrd7y8ai3ou6ide22,1,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,4,0,0,0,0,,,,,,,,,,,4,,,,,,,,,,,,4,,0
51,3kg8evakom9bbdx4scsfcgdwq,2020,2020-08-29 21:00:00,2020,8,sábado,21,Fortaleza EC,Red Bull Bragantino,Castelão,Rafael Traci,No data,,29 de agosto de 2020 21:00,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3kg8evakom9bbdx4scsfcgdwq,3,2,0,0,0,0,0,0,2,1,0,1,0,0,3,3,4,1,1,0,0,1.0,1.0,2.0,2.0,0.8,1.0,-0.2,2.2,0.2,0.3333333333333333,5,,1.0,1.0,2.0,2.0,1.2,1.4,-0.2,2.4,0.2,0.3333333333333333,5,,1
52,3jilecfdrvtpr9iok95ohck8a,2020,2020-08-30 11:00:00,2020,8,domingo,11,São Paulo FC,SC Corinthians Paulista,Morumbi,Flavio Rodrigues De Souza,No data,,30 de agosto de 2020 11:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3jilecfdrvtpr9iok95ohck8a,2,3,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,0,2.0,3.0,1.0,1.0,1.0,0.6,0.4,2.6,0.0,0.6666666666666666,5,0.7777777777777778,,,,,,,,,,,4,,0
53,3jptayjeu0tb3zc1hm1ugt46i,2020,2020-08-30 16:00:00,2020,8,domingo,16,Santos FC Sao Paulo,CR Flamengo,Vila Belmiro,Wilton Pereira Sampaio,No data,,30 de agosto de 2020 16:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3jptayjeu0tb3zc1hm1ugt46i,0,6,0,0,0,0,0,1,7,0,0,0,0,0,1,-1,13,0,0,0,0,1.4,2.0,1.0,2.0,1.2,1.2,0.0,1.8,0.2,0.4666666666666667,5,,1.0,1.0,2.0,2.0,0.6,1.2,-0.6,2.6,0.2,0.3333333333333333,5,,1
54,3karkwwn2yook46cxjlh7a4x6,2020,2020-08-30 16:00:00,2020,8,domingo,16,Coritiba FBC,SC do Recife,Couto Pereira,Raphael Claus,No data,,30 de agosto de 2020 16:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3karkwwn2yook46cxjlh7a4x6,1,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,5,0,0,1,0,0.6,1.0,0.0,4.0,0.6,1.4,-0.8,2.8,0.4,0.2,5,,0.8,1.0,1.0,3.0,0.8,1.4,-0.6,3.0,0.2,0.26666666666666666,5,,1
55,3kkp5lepgmfpkkv5tute4kr56,2020,2020-08-30 18:00:00,2020,8,domingo,18,Atlético Goianiense,Ceará SC,Estádio Olímpico Pedro Ludovico Teixeira,Igor Junior Benevenuto,No data,,30 de agosto de 2020 18:00,0,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3kkp5lepgmfpkkv5tute4kr56,0,1,1,0,1,0,0,2,2,0,0,0,0,0,2,-2,3,1,1,0,0,,,,,,,,,,,4,,0.8,1.0,1.0,3.0,1.0,1.8,-0.8,2.8,0.0,0.26666666666666666,5,,0
56,3m7yfjxxk2wgi3adkd120uve2,2020,2020-09-02 19:00:00,2020,9,quarta-feira,19,Ceará SC,Fortaleza EC,Castelão,Luiz Flávio de Oliveira,No data,,2 de setembro de 2020 19:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3m7yfjxxk2wgi3adkd120uve2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,4,0,0,0,0,1.4,2.0,1.0,2.0,1.0,1.2,-0.2,2.6,0.0,0.4666666666666667,6,0.4444444444444444,1.6,2.0,2.0,1.0,1.4,0.6,0.8,2.0,0.0,0.5333333333333333,6,0.4444444444444444,1
57,3kptynq1yift1fxr5qbp8fxbe,2020,2020-09-02 19:15:00,2020,9,quarta-feira,19,Fluminense FC,Atlético Goianiense,Estádio Jornalista Mário Filho (Maracanã),Marielson Alves Silva,No data,,2 de setembro de 2020 19:15,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3kptynq1yift1fxr5qbp8fxbe,1,3,0,1,1,0,0,1,1,0,0,0,0,0,2,0,4,1,1,0,0,2.0,3.0,1.0,1.0,1.4,1.0,0.4,3.4,0.0,0.6666666666666666,6,0.7777777777777778,0.8,1.0,1.0,3.0,0.8,1.6,-0.8,1.6,0.4,0.26666666666666666,5,,1
58,3mdpos0vorgigneo4vojwuxre,2020,2020-09-02 19:15:00,2020,9,quarta-feira,19,Goiás EC,SC Corinthians Paulista,Estádio Hailé Pinheiro (Serrinha),José Mendonça da Silva Jr.,No data,,2 de setembro de 2020 19:15,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3mdpos0vorgigneo4vojwuxre,1,1,0,0,0,0,0,2,3,0,0,0,0,1,3,-1,4,0,0,0,1,,,,,,,,,,,4,,1.0,1.0,2.0,2.0,1.4,1.4,0.0,1.2,0.0,0.3333333333333333,5,0.1111111111111111,0
59,3kx0b6pyuv0vb7dq95u49jzai,2020,2020-09-02 20:30:00,2020,9,quarta-feira,20,Botafogo FR,Coritiba FBC,Estádio Nilton Santos,Felipe Fernandes de Lima,No data,,2 de setembro de 2020 20:30,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3kx0b6pyuv0vb7dq95u49jzai,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1.2,1.0,3.0,1.0,0.8,1.0,-0.2,2.0,0.0,0.4,5,,1.2,2.0,0.0,3.0,0.8,1.2,-0.4,2.4,0.4,0.4,6,0.3333333333333333,1
60,3lt4v25bcf55gzerdp6fqe0yy,2020,2020-09-02 20:30:00,2020,9,quarta-feira,20,EC Bahia,CR Flamengo,Pituaçu,Sávio Pereira Sampaio,No data,,2 de setembro de 2020 20:30,3,5,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3lt4v25bcf55gzerdp6fqe0yy,3,1,0,0,0,0,0,5,2,0,0,0,0,0,8,-2,3,0,0,0,0,1.6,2.0,2.0,1.0,1.0,1.0,0.0,1.4,0.0,0.5333333333333333,5,0.7777777777777778,1.6,2.0,2.0,1.0,0.8,1.0,-0.2,3.4,0.2,0.5333333333333333,6,0.6666666666666666,1
61,3m1i5ow3p2ts6imgpikbjceay,2020,2020-09-02 20:30:00,2020,9,quarta-feira,20,Club Athletico Paranaense,Red Bull Bragantino,Arena da Baixada,Wagner do Nascimento Magalhaes,No data,,2 de setembro de 2020 20:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3m1i5ow3p2ts6imgpikbjceay,1,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,4,0,0,0,0,0.6,1.0,0.0,4.0,0.6,1.4,-0.8,2.8,0.0,0.2,6,0.3333333333333333,0.8,1.0,1.0,3.0,1.0,1.8,-0.8,2.6,0.4,0.26666666666666666,6,0.1111111111111111,1
62,3l4vy7b2v1clul9h0x8o2v622,2020,2020-09-02 21:30:00,2020,9,quarta-feira,21,SE Palmeiras,SC Internacional,Allianz Parque,Wilton Pereira Sampaio,No data,,2 de setembro de 2020 21:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3l4vy7b2v1clul9h0x8o2v622,1,3,0,0,0,0,0,1,5,0,0,0,1,0,2,0,8,0,0,1,0,1.8,2.0,3.0,0.0,1.2,0.8,0.4,2.2,0.0,0.6,5,,2.4,4.0,0.0,1.0,1.8,0.4,1.4,1.8,0.2,0.8,6,0.6666666666666666,1
63,3lagx2tabogylpahhgdvr1ai2,2020,2020-09-02 21:30:00,2020,9,quarta-feira,21,Santos FC Sao Paulo,CR Vasco da Gama,Vila Belmiro,Rodrigo D'Alonso Ferreira,No data,,2 de setembro de 2020 21:30,2,2,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3lagx2tabogylpahhgdvr1ai2,2,2,0,0,0,0,0,2,3,0,0,0,1,0,4,0,5,0,0,1,0,1.2,2.0,0.0,3.0,1.0,1.2,-0.2,3.0,0.2,0.4,6,0.4444444444444444,2.0,3.0,1.0,1.0,1.6,0.6,1.0,2.6,0.2,0.6666666666666666,5,,1
64,3llvqj6jyscxrcw5jsh4gnpt6,2020,2020-09-03 19:00:00,2020,9,quinta-feira,19,Grêmio FB Porto Alegrense,SC do Recife,Arena do Grêmio,Dyorgines José Padovani Andrade,No data,,3 de setembro de 2020 19:00,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3llvqj6jyscxrcw5jsh4gnpt6,1,1,0,0,0,0,0,2,5,0,0,0,1,0,3,-1,6,0,0,1,0,1.4,1.0,4.0,0.0,0.6,0.4,0.2,2.0,0.0,0.4666666666666667,5,,0.2,0.0,1.0,4.0,0.2,1.2,-1.0,3.2,0.2,0.06666666666666667,6,0.1111111111111111,1
65,3lfnfqw1c8ahufpfjrthu1rai,2020,2020-09-03 20:00:00,2020,9,quinta-feira,20,Clube Atlético Mineiro,São Paulo FC,Mineirão,Jean Pierre Goncalves Lima,No data,,3 de setembro de 2020 20:00,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3lfnfqw1c8ahufpfjrthu1rai,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1.8,3.0,0.0,2.0,1.4,1.0,0.4,1.2,0.0,0.6,5,,2.0,3.0,1.0,1.0,1.2,0.8,0.4,3.0,0.0,0.6666666666666666,6,,1
66,3mlk2f9nszn9d3oq4na1qh562,2020,2020-09-05 17:00:00,2020,9,sábado,17,CR Flamengo,Fortaleza EC,Estádio Jornalista Mário Filho (Maracanã),Flavio Rodrigues De Souza,No data,,5 de setembro de 2020 17:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3mlk2f9nszn9d3oq4na1qh562,2,1,0,0,0,0,0,1,1,0,0,0,1,0,3,1,2,0,0,1,0,2.2,3.0,2.0,0.0,1.8,1.0,0.8,3.6,0.0,0.7333333333333333,7,0.2222222222222222,1.6,2.0,2.0,1.0,1.4,0.6,0.8,2.0,0.0,0.5333333333333333,7,0.3333333333333333,1
67,3n94ugpwepjti3vsfyjwbg3u2,2020,2020-09-05 19:00:00,2020,9,sábado,19,SC Corinthians Paulista,Botafogo FR,Neo Química Arena,Rafael Traci,No data,,5 de setembro de 2020 19:00,2,2,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3n94ugpwepjti3vsfyjwbg3u2,2,3,0,0,0,1,0,2,1,0,0,0,0,0,4,0,4,0,0,1,0,1.6,2.0,2.0,1.0,1.4,1.0,0.4,1.6,0.0,0.5333333333333333,6,,1.2,1.0,3.0,1.0,0.6,0.8,-0.2,2.0,0.0,0.4,6,0.3333333333333333,1
68,3o0j84nrsxk47wm0hv27msmei,2020,2020-09-05 21:00:00,2020,9,sábado,21,Ceará SC,Santos FC Sao Paulo,Castelão,Wagner Reway,No data,,5 de setembro de 2020 21:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3o0j84nrsxk47wm0hv27msmei,0,3,1,1,2,0,0,1,4,2,0,2,0,0,1,-1,7,4,1,0,0,1.8,3.0,0.0,2.0,1.0,1.0,0.0,2.4,0.0,0.6,7,0.5833333333333334,1.4,2.0,1.0,2.0,1.4,1.2,0.2,2.8,0.2,0.4666666666666667,7,0.3333333333333333,1
69,3n3vqler1d759o25k2imceh62,2020,2020-09-06 11:00:00,2020,9,domingo,11,Red Bull Bragantino,SE Palmeiras,Nabizão,Marcelo de Lima Henrique,No data,,6 de setembro de 2020 11:00,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3n3vqler1d759o25k2imceh62,1,1,1,0,1,0,0,2,3,0,0,0,0,0,3,-1,4,1,1,0,0,0.8,1.0,1.0,3.0,1.0,1.8,-0.8,2.4,0.4,0.26666666666666666,7,0.4444444444444444,1.8,2.0,3.0,0.0,1.2,0.8,0.4,2.2,0.0,0.6,6,0.5555555555555556,1
70,3mwpk41rdfp2qjo3shc46y1ka,2020,2020-09-06 16:00:00,2020,9,domingo,16,São Paulo FC,Fluminense FC,Morumbi,Paulo Roberto Alves Júnior,No data,,6 de setembro de 2020 16:00,3,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3mwpk41rdfp2qjo3shc46y1ka,3,3,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,0,0,0,0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.6666666666666666,7,0.8333333333333334,2.0,3.0,1.0,1.0,1.4,1.0,0.4,3.4,0.2,0.6666666666666666,7,0.3333333333333333,1
71,3ngf3d5no04houkmeu8q4vgq2,2020,2020-09-06 16:00:00,2020,9,domingo,16,SC Internacional,EC Bahia,Beira-Rio,Braulio da Silva Machado,No data,,6 de setembro de 2020 16:00,2,2,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ngf3d5no04houkmeu8q4vgq2,2,2,0,0,0,1,0,2,3,0,0,0,1,0,4,0,5,0,0,1,0,2.0,3.0,1.0,1.0,1.6,0.6,1.0,2.4,0.2,0.6666666666666666,7,1.0,1.0,1.0,2.0,2.0,1.4,2.0,-0.6,1.6,0.0,0.3333333333333333,6,,1
72,3mrc45vbvzcfhwxwi0sjazmga,2020,2020-09-06 18:00:00,2020,9,domingo,18,CR Vasco da Gama,Club Athletico Paranaense,São Januário,Raphael Claus,No data,,6 de setembro de 2020 18:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3mrc45vbvzcfhwxwi0sjazmga,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1.6,2.0,2.0,1.0,1.6,1.0,0.6,2.8,0.2,0.5333333333333333,6,0.7777777777777778,0.2,0.0,1.0,4.0,0.4,1.4,-1.0,2.6,0.0,0.06666666666666667,7,0.3333333333333333,1
73,3oadhgjk108pi8bdfyrkfbfje,2020,2020-09-06 19:00:00,2020,9,domingo,19,Atlético Goianiense,Grêmio FB Porto Alegrense,Estádio Olímpico Pedro Ludovico Teixeira,Ricardo Marques Ribeiro,No data,,6 de setembro de 2020 19:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3oadhgjk108pi8bdfyrkfbfje,1,1,0,0,0,0,0,1,3,0,1,1,0,0,2,0,4,1,1,0,0,0.4,0.0,2.0,3.0,0.4,1.8,-1.4,1.6,0.4,0.13333333333333333,6,0.4444444444444444,0.8,0.0,4.0,1.0,0.6,0.8,-0.2,1.8,0.0,0.26666666666666666,6,0.3333333333333333,1
74,3nmld8kutxt2n9meeyw8w86ei,2020,2020-09-06 20:30:00,2020,9,domingo,20,SC do Recife,Goiás EC,Ilha do Retiro,Vinicius Gomes do Amaral,No data,,6 de setembro de 2020 20:30,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3nmld8kutxt2n9meeyw8w86ei,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,1,0.8,1.0,1.0,3.0,0.6,1.0,-0.4,3.6,0.0,0.26666666666666666,7,0.3333333333333333,0.8,1.0,1.0,3.0,1.2,1.6,-0.4,3.2,0.0,0.26666666666666666,5,,1
75,3ns4jrbjdxb3jzmqxjxvzxjze,2020,2020-09-06 20:30:00,2020,9,domingo,20,Coritiba FBC,Clube Atlético Mineiro,Couto Pereira,Diego Pombo Lopez,No data,,6 de setembro de 2020 20:30,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ns4jrbjdxb3jzmqxjxvzxjze,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,-1,4,0,0,0,0,1.4,2.0,1.0,2.0,0.8,1.0,-0.2,1.6,0.4,0.4666666666666667,7,0.3333333333333333,1.8,3.0,0.0,2.0,1.8,1.0,0.8,0.8,0.0,0.6,6,0.3333333333333333,1
76,3pn2px4hnbgsi3191te9m3zvu,2020,2020-09-09 17:30:00,2020,9,quarta-feira,17,Club Athletico Paranaense,Botafogo FR,Arena da Baixada,Vinicius Gonçalves Dias Araujo,No data,,9 de setembro de 2020 17:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3pn2px4hnbgsi3191te9m3zvu,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,0.2,0.0,1.0,4.0,0.2,1.0,-0.8,2.6,0.0,0.06666666666666667,8,0.3333333333333333,1.2,1.0,3.0,1.0,1.0,1.2,-0.2,2.0,0.0,0.4,7,0.3333333333333333,1
77,3ptwdwhrdrtfkloaq9oqy5bai,2020,2020-09-09 18:00:00,2020,9,quarta-feira,18,Fortaleza EC,SC do Recife,Castelão,Felipe Fernandes de Lima,No data,,9 de setembro de 2020 18:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ptwdwhrdrtfkloaq9oqy5bai,1,5,0,0,0,1,0,0,1,0,0,0,0,0,1,1,6,0,0,1,0,1.4,2.0,1.0,2.0,1.6,1.0,0.6,1.8,0.0,0.4666666666666667,8,0.4444444444444444,1.2,2.0,0.0,3.0,0.8,1.0,-0.2,3.4,0.0,0.4,8,0.3333333333333333,1
78,3q0izt56jpsj2oxw1y9bj3j3e,2020,2020-09-09 18:00:00,2020,9,quarta-feira,18,Goiás EC,Coritiba FBC,Estádio Hailé Pinheiro (Serrinha),Caio Max Augusto Vieira,No data,,9 de setembro de 2020 18:00,3,3,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3q0izt56jpsj2oxw1y9bj3j3e,3,5,0,1,1,1,1,3,2,1,0,1,1,0,6,0,7,2,1,1,1,0.8,1.0,1.0,3.0,1.2,1.6,-0.4,2.6,0.0,0.26666666666666666,6,0.3333333333333333,1.4,2.0,1.0,2.0,0.8,1.0,-0.2,0.8,0.2,0.4666666666666667,8,0.3333333333333333,1
79,3ov0kzk2eq2v27d3hkvroy1yi,2020,2020-09-09 19:15:00,2020,9,quarta-feira,19,São Paulo FC,Red Bull Bragantino,Morumbi,Sávio Pereira Sampaio,No data,,9 de setembro de 2020 19:15,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ov0kzk2eq2v27d3hkvroy1yi,1,4,0,0,0,0,0,1,2,0,0,0,0,0,2,0,6,0,0,0,0,2.4,4.0,0.0,1.0,1.4,1.0,0.4,2.2,0.0,0.8,8,0.8666666666666667,0.8,1.0,1.0,3.0,1.0,1.8,-0.8,2.4,0.6,0.26666666666666666,8,0.16666666666666666,1
80,3oiti22i79ad6vapwt1co6aga,2020,2020-09-09 21:30:00,2020,9,quarta-feira,21,Fluminense FC,CR Flamengo,Estádio Jornalista Mário Filho (Maracanã),Raphael Claus,No data,,9 de setembro de 2020 21:30,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3oiti22i79ad6vapwt1co6aga,1,1,0,0,0,0,0,2,1,0,0,0,0,0,3,-1,2,0,0,0,0,1.4,2.0,1.0,2.0,1.2,1.4,-0.2,3.0,0.2,0.4666666666666667,8,0.6666666666666666,2.2,3.0,2.0,0.0,2.0,1.2,0.8,3.2,0.0,0.7333333333333333,8,0.75,1
