id_partida,id_partida_fonte,temporada,data_partida,ano_calendario,mes,dia_semana,hora,home_team,away_team,stadium,ref,public,publico,game_date,home_team_score,away_team_score,resultado,resultado_codigo,link,gols_eventos_mandante,amarelos_mandante,vermelhos_diretos_mandante,segundos_amarelos_mandante,expulsoes_mandante,penaltis_convertidos_mandante,gols_contra_mandante,gols_eventos_visitante,amarelos_visitante,vermelhos_diretos_visitante,segundos_amarelos_visitante,expulsoes_visitante,penaltis_convertidos_visitante,gols_contra_visitante,total_gols,saldo_gols_mandante,total_amarelos,total_expulsoes,teve_expulsao,teve_penalti_convertido,teve_gol_contra,pontos_media_ultimos_5_mandante,vitorias_ultimos_5_mandante,empates_ultimos_5_mandante,derrotas_ultimos_5_mandante,gols_marcados_media_ultimos_5_mandante,gols_sofridos_media_ultimos_5_mandante,saldo_gols_media_ultimos_5_mandante,amarelos_media_ultimos_5_mandante,expulsoes_media_ultimos_5_mandante,aproveitamento_ultimos_5_mandante,jogos_anteriores_mandante,aproveitamento_mandante_em_casa,pontos_media_ultimos_5_visitante,vitorias_ultimos_5_visitante,empates_ultimos_5_visitante,derrotas_ultimos_5_visitante,gols_marcados_media_ultimos_5_visitante,gols_sofridos_media_ultimos_5_visitante,saldo_gols_media_ultimos_5_visitante,amarelos_media_ultimos_5_visitante,expulsoes_media_ultimos_5_visitante,aproveitamento_ultimos_5_visitante,jogos_anteriores_visitante,aproveitamento_visitante_fora,utilizavel_ml
260,4qrdiwjiy0cvs431vz6xg35gq,2020,2020-12-26 19:00:00,2020,12,sábado,19,Fortaleza EC,CR Flamengo,Castelão,Rafael Traci,No data,,26 de dezembro de 2020 19:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4qrdiwjiy0cvs431vz6xg35gq,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,1.0,1.0,2.0,2.0,0.8,1.2,-0.4,1.6,0.4,0.3333333333333333,26,0.13333333333333333,2.6,4.0,1.0,0.0,2.6,1.2,1.4,1.4,0.4,0.8666666666666667,25,0.6666666666666666,1
261,4s441jwt4wxrtaykn2lr63rze,2020,2020-12-26 19:00:00,2020,12,sábado,19,Goiás EC,SC do Recife,Estádio Hailé Pinheiro (Serrinha),Braulio da Silva Machado,No data,,26 de dezembro de 2020 19:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4s441jwt4wxrtaykn2lr63rze,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,0,0.8,1.0,1.0,3.0,0.6,1.4,-0.8,2.4,0.0,0.26666666666666666,26,0.3333333333333333,0.8,1.0,1.0,3.0,0.8,1.4,-0.6,2.0,0.0,0.26666666666666666,26,0.13333333333333333,1
262,4r5wwh2e806s3i99kt598jyp6,2020,2020-12-26 21:00:00,2020,12,sábado,21,Fluminense FC,São Paulo FC,Estádio Jornalista Mário Filho (Maracanã),Anderson Daronco,No data,,26 de dezembro de 2020 21:00,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4r5wwh2e806s3i99kt598jyp6,1,3,0,0,0,0,0,2,1,0,0,0,0,0,3,-1,4,0,0,0,0,1.6,2.0,2.0,1.0,1.4,1.0,0.4,3.2,0.0,0.5333333333333333,26,0.5333333333333333,2.4,4.0,0.0,1.0,2.2,0.2,2.0,1.4,0.0,0.8,26,0.6666666666666666,1
263,4rpvw8vv042ts624lg8lfeb1m,2020,2020-12-27 16:00:00,2020,12,domingo,16,Botafogo FR,SC Corinthians Paulista,Estádio Nilton Santos,Heber Roberto Lopes,No data,,27 de dezembro de 2020 16:00,0,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4rpvw8vv042ts624lg8lfeb1m,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,-2,2,0,0,0,0,0.6,1.0,0.0,4.0,0.8,2.0,-1.2,2.6,0.4,0.2,26,0.13333333333333333,2.2,3.0,2.0,0.0,0.8,0.2,0.6,1.4,0.6,0.7333333333333333,26,0.7333333333333334,1
264,4ry10nrdg343mksnr3gctp4yy,2020,2020-12-27 16:00:00,2020,12,domingo,16,EC Bahia,SC Internacional,Arena Fonte Nova,Paulo Roberto Alves Júnior,No data,,27 de dezembro de 2020 16:00,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4ry10nrdg343mksnr3gctp4yy,1,3,0,0,0,0,0,2,1,0,0,0,1,0,3,-1,4,0,0,1,0,0.0,0.0,0.0,5.0,0.8,3.2,-2.4,2.4,0.2,0.0,26,0.6,1.6,2.0,2.0,1.0,1.4,1.0,0.4,3.8,0.2,0.5333333333333333,26,0.3333333333333333,1
265,4qz0ivpu9mnn3g9ihfvc7w0oa,2020,2020-12-27 18:15:00,2020,12,domingo,18,Club Athletico Paranaense,CR Vasco da Gama,Arena da Baixada,Jean Pierre Goncalves Lima,No data,,27 de dezembro de 2020 18:15,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4qz0ivpu9mnn3g9ihfvc7w0oa,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,1.2,2.0,0.0,3.0,0.6,1.4,-0.8,2.2,0.2,0.4,26,0.39999999999999997,1.0,1.0,2.0,2.0,0.8,2.0,-1.2,3.2,0.0,0.3333333333333333,25,0.3333333333333333,1
266,4rijqo4wvga3klicit1jfq7ai,2020,2020-12-27 18:15:00,2020,12,domingo,18,SE Palmeiras,Red Bull Bragantino,Allianz Parque,Raphael Claus,No data,,27 de dezembro de 2020 18:15,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4rijqo4wvga3klicit1jfq7ai,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1.4,2.0,1.0,2.0,1.6,1.0,0.6,2.2,0.4,0.4666666666666667,25,0.7999999999999999,1.6,2.0,2.0,1.0,1.2,0.4,0.8,2.8,0.0,0.5333333333333333,26,0.39999999999999997,1
267,4sj7lirs80mi73g9kslwvzhii,2020,2020-12-27 18:15:00,2020,12,domingo,18,Santos FC Sao Paulo,Ceará SC,Vila Belmiro,Rodolpho Toski Marques,No data,,27 de dezembro de 2020 18:15,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4sj7lirs80mi73g9kslwvzhii,1,2,0,0,0,0,0,1,3,0,0,0,0,0,2,0,5,0,0,0,0,0.8,1.0,1.0,3.0,1.4,2.0,-0.6,1.8,0.0,0.26666666666666666,26,0.6666666666666666,2.0,3.0,1.0,1.0,2.0,0.8,1.2,2.0,0.0,0.6666666666666666,26,0.6666666666666666,1
268,4sofk0z5r6hcjuvp98spo80ve,2020,2020-12-27 20:30:00,2020,12,domingo,20,Grêmio FB Porto Alegrense,Atlético Goianiense,Arena do Grêmio,Felipe Fernandes de Lima,No data,,27 de dezembro de 2020 20:30,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4sofk0z5r6hcjuvp98spo80ve,2,2,0,0,0,0,1,1,3,0,0,0,0,0,3,1,5,0,0,0,1,1.8,2.0,3.0,0.0,1.4,0.4,1.0,1.6,0.2,0.6,25,1.0,2.0,3.0,1.0,1.0,1.0,0.6,0.4,2.6,0.0,0.6666666666666666,26,0.6666666666666666,1
269,4u4hzotxwmi02i6zykjd7t0fe,2020,2021-01-06 19:15:00,2021,1,quarta-feira,19,Grêmio FB Porto Alegrense,EC Bahia,Arena do Grêmio,Ramon Abatti,No data,,6 de janeiro de 2021 19:15,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4u4hzotxwmi02i6zykjd7t0fe,2,2,0,0,0,0,0,1,4,0,0,0,0,0,3,1,6,0,0,0,0,2.2,3.0,2.0,0.0,1.8,0.6,1.2,1.8,0.2,0.7333333333333333,26,1.0,0.0,0.0,0.0,5.0,1.0,2.8,-1.8,2.2,0.2,0.0,27,0.19999999999999998,1
270,4udii00lcwkmistv3l04k8okq,2020,2021-01-06 19:15:00,2021,1,quarta-feira,19,Botafogo FR,Club Athletico Paranaense,Estádio Nilton Santos,Rodrigo D'Alonso Ferreira,No data,,6 de janeiro de 2021 19:15,0,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4udii00lcwkmistv3l04k8okq,0,3,0,0,0,0,0,2,2,0,0,0,0,0,2,-2,5,0,0,0,0,0.6,1.0,0.0,4.0,0.6,2.0,-1.4,2.0,0.4,0.2,27,0.06666666666666667,1.2,2.0,0.0,3.0,1.0,1.4,-0.4,2.2,0.2,0.4,27,0.6,1
271,4ukcujsu9igb6kssmoufkg60a,2020,2021-01-06 20:30:00,2021,1,quarta-feira,20,SC do Recife,Fortaleza EC,Ilha do Retiro,Flavio Rodrigues De Souza,No data,,6 de janeiro de 2021 20:30,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4ukcujsu9igb6kssmoufkg60a,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0.8,1.0,1.0,3.0,0.8,1.4,-0.6,2.0,0.0,0.26666666666666666,27,0.4666666666666666,0.6,0.0,3.0,2.0,0.4,1.0,-0.6,2.0,0.4,0.2,27,0.26666666666666666,1
272,4up8bw0sdgu7hm18owrydjka2,2020,2021-01-06 20:30:00,2021,1,quarta-feira,20,Coritiba FBC,Goiás EC,Couto Pereira,Wagner do Nascimento Magalhaes,No data,,6 de janeiro de 2021 20:30,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4up8bw0sdgu7hm18owrydjka2,1,4,0,0,0,0,0,2,3,0,0,0,0,0,3,-1,7,0,0,0,0,0.2,0.0,1.0,4.0,0.2,1.2,-1.0,2.0,0.0,0.06666666666666667,27,0.26666666666666666,1.4,2.0,1.0,2.0,0.6,1.0,-0.4,2.8,0.0,0.4666666666666667,27,0.26666666666666666,1
273,4swewaj70xyp3mmo2m7ok9duy,2020,2021-01-06 21:30:00,2021,1,quarta-feira,21,CR Flamengo,Fluminense FC,Estádio Jornalista Mário Filho (Maracanã),Leandro Pedro Vuaden,No data,,6 de janeiro de 2021 21:30,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4swewaj70xyp3mmo2m7ok9duy,1,1,0,0,0,0,0,2,4,0,0,0,0,0,3,-1,5,0,0,0,0,2.6,4.0,1.0,0.0,2.4,1.0,1.4,1.6,0.4,0.8666666666666667,26,0.6666666666666666,1.0,1.0,2.0,2.0,1.2,1.2,0.0,3.0,0.0,0.3333333333333333,27,0.4666666666666666,1
274,4tbcnpkd4h3b07e9n9zus61re,2020,2021-01-06 21:30:00,2021,1,quarta-feira,21,Red Bull Bragantino,São Paulo FC,Nabizão,Luiz Flávio de Oliveira,No data,,6 de janeiro de 2021 21:30,4,2,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4tbcnpkd4h3b07e9n9zus61re,4,2,0,0,0,0,0,2,2,1,0,1,0,0,6,2,4,1,1,0,0,1.0,1.0,2.0,2.0,0.4,0.6,-0.2,2.4,0.0,0.3333333333333333,27,0.6666666666666666,2.4,4.0,0.0,1.0,2.0,0.4,1.6,1.6,0.0,0.8,27,0.6666666666666666,1
275,4tv9uifg7ynb1czrv485cvcru,2020,2021-01-07 19:00:00,2021,1,quinta-feira,19,Ceará SC,SC Internacional,Castelão,Felipe Fernandes de Lima,No data,,7 de janeiro de 2021 19:00,0,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4tv9uifg7ynb1czrv485cvcru,0,6,0,0,0,0,0,2,4,0,0,0,0,0,2,-2,10,0,0,0,0,2.0,3.0,1.0,1.0,2.0,0.8,1.2,1.6,0.0,0.6666666666666666,27,0.39999999999999997,2.2,3.0,2.0,0.0,1.6,0.8,0.8,3.6,0.2,0.7333333333333333,27,0.3333333333333333,1
276,4t4tlq2dq05ldmbanez26w2ga,2020,2021-01-07 21:00:00,2021,1,quinta-feira,21,Atlético Goianiense,CR Vasco da Gama,Estádio Antônio Accioly,Sávio Pereira Sampaio,No data,,7 de janeiro de 2021 21:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4t4tlq2dq05ldmbanez26w2ga,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1.4,2.0,1.0,2.0,1.0,1.0,0.0,2.6,0.0,0.4666666666666667,27,0.3333333333333333,0.8,1.0,1.0,3.0,0.6,2.4,-1.8,2.6,0.0,0.26666666666666666,26,0.3333333333333333,1
277,4v86sgypxfe6c25ce7kr2e2ju,2020,2021-01-09 19:00:00,2021,1,sábado,19,SC do Recife,SE Palmeiras,Ilha do Retiro,Dyorgines José Padovani Andrade,No data,,9 de janeiro de 2021 19:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4v86sgypxfe6c25ce7kr2e2ju,0,5,0,0,0,0,0,1,3,0,0,0,0,0,1,-1,8,0,0,0,0,1.4,2.0,1.0,2.0,0.6,0.6,0.0,2.0,0.0,0.4666666666666667,28,0.4666666666666666,2.0,3.0,1.0,1.0,1.8,0.8,1.0,2.4,0.2,0.6666666666666666,26,0.4666666666666666,1
278,4w3uiab0pzffk52baj8rdp2lm,2020,2021-01-09 19:00:00,2021,1,sábado,19,Coritiba FBC,Club Athletico Paranaense,Couto Pereira,Ricardo Marques Ribeiro,No data,,9 de janeiro de 2021 19:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4w3uiab0pzffk52baj8rdp2lm,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0.2,0.0,1.0,4.0,0.4,1.4,-1.0,2.4,0.0,0.06666666666666667,28,0.06666666666666667,1.8,3.0,0.0,2.0,1.4,0.8,0.6,2.4,0.2,0.6,28,0.6,1
279,4vt5uoodhch6piw8o36ph11ey,2020,2021-01-09 21:00:00,2021,1,sábado,21,Fortaleza EC,Grêmio FB Porto Alegrense,Castelão,Jefferson Ferreira de Moraes,No data,,9 de janeiro de 2021 21:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vt5uoodhch6piw8o36ph11ey,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0.4,0.0,2.0,3.0,0.2,1.0,-0.8,1.8,0.4,0.13333333333333333,28,0.19999999999999998,2.2,3.0,2.0,0.0,1.8,0.6,1.2,1.8,0.2,0.7333333333333333,27,0.6,1
280,4vgughjvbgatprxsw5qpstlka,2020,2021-01-10 16:00:00,2021,1,domingo,16,São Paulo FC,Santos FC Sao Paulo,Morumbi,Braulio da Silva Machado,No data,,10 de janeiro de 2021 16:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vgughjvbgatprxsw5qpstlka,0,2,0,0,0,0,0,1,4,0,0,0,0,0,1,-1,6,0,0,0,0,1.8,3.0,0.0,2.0,2.2,1.2,1.0,1.2,0.2,0.6,28,0.8666666666666667,1.0,1.0,2.0,2.0,1.6,2.0,-0.4,1.8,0.0,0.3333333333333333,27,0.06666666666666667,1
281,4w9hnvs7t7wabco8le4cmlhm2,2020,2021-01-10 16:00:00,2021,1,domingo,16,CR Flamengo,Ceará SC,Estádio Jornalista Mário Filho (Maracanã),Paulo Roberto Alves Júnior,No data,,10 de janeiro de 2021 16:00,0,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4w9hnvs7t7wabco8le4cmlhm2,0,3,0,0,0,0,0,2,1,1,0,1,0,0,2,-2,4,1,1,0,0,2.0,3.0,1.0,1.0,2.0,1.2,0.8,1.6,0.4,0.6666666666666666,27,0.6666666666666666,1.4,2.0,1.0,2.0,1.2,1.0,0.2,2.4,0.0,0.4666666666666667,28,0.6666666666666666,1
282,4vyppac60o24s5xnqug7cfiay,2020,2021-01-10 18:15:00,2021,1,domingo,18,Atlético Goianiense,EC Bahia,Estádio Antônio Accioly,Anderson Daronco,No data,,10 de janeiro de 2021 18:15,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vyppac60o24s5xnqug7cfiay,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1.4,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.4666666666666667,28,0.39999999999999997,0.0,0.0,0.0,5.0,1.0,2.6,-1.6,3.0,0.2,0.0,28,0.19999999999999998,1
283,4wgocp3gk4jq521vp2fumtlyi,2020,2021-01-10 18:15:00,2021,1,domingo,18,SC Internacional,Goiás EC,Beira-Rio,Edina Alves Batista,No data,,10 de janeiro de 2021 18:15,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4wgocp3gk4jq521vp2fumtlyi,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,2.6,4.0,1.0,0.0,2.0,0.8,1.2,3.8,0.0,0.8666666666666667,28,0.5333333333333333,2.0,3.0,1.0,1.0,1.0,0.6,0.4,2.8,0.0,0.6666666666666666,28,0.4666666666666666,1
284,4v0qfbi9z5w6c5a73pamfa2ju,2020,2021-01-10 20:30:00,2021,1,domingo,20,CR Vasco da Gama,Botafogo FR,São Januário,Raphael Claus,No data,,10 de janeiro de 2021 20:30,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4v0qfbi9z5w6c5a73pamfa2ju,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,1,0,1.0,1.0,2.0,2.0,0.4,1.6,-1.2,2.4,0.0,0.3333333333333333,27,0.3333333333333333,0.6,1.0,0.0,4.0,0.6,2.2,-1.6,2.4,0.2,0.2,28,0.19999999999999998,1
285,4vn55xqbclrkxsn0xl9s9a25m,2020,2021-01-11 20:00:00,2021,1,segunda-feira,20,Red Bull Bragantino,Clube Atlético Mineiro,Nabizão,Caio Max Augusto Vieira,No data,,11 de janeiro de 2021 20:00,2,2,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vn55xqbclrkxsn0xl9s9a25m,2,4,0,0,0,0,0,2,1,0,0,0,1,0,4,0,5,0,0,1,0,1.4,2.0,1.0,2.0,1.2,1.0,0.2,2.2,0.0,0.4666666666666667,28,0.6666666666666666,2.0,3.0,1.0,1.0,1.4,1.2,0.2,1.8,0.2,0.6666666666666666,27,0.4666666666666666,1
286,4uuy43ij69cwdjmpe3qdzgnl6,2020,2021-01-13 21:30:00,2021,1,quarta-feira,21,SC Corinthians Paulista,Fluminense FC,Neo Química Arena,Rafael Traci,No data,,13 de janeiro de 2021 21:30,5,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4uuy43ij69cwdjmpe3qdzgnl6,5,1,0,0,0,0,0,0,2,0,0,0,0,0,5,5,3,0,0,0,0,2.6,4.0,1.0,0.0,1.2,0.2,1.0,1.2,0.2,0.8666666666666667,27,0.6666666666666666,1.4,2.0,1.0,2.0,1.6,1.4,0.2,3.4,0.0,0.4666666666666667,28,0.4666666666666666,1
287,4xkveowk807pyc05c0fi7vvxm,2020,2021-01-15 21:30:00,2021,1,sexta-feira,21,SE Palmeiras,Grêmio FB Porto Alegrense,Allianz Parque,Bruno Arleu de Araújo,No data,,15 de janeiro de 2021 21:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4xkveowk807pyc05c0fi7vvxm,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,2.0,3.0,1.0,1.0,1.4,0.8,0.6,2.6,0.2,0.6666666666666666,27,1.0,1.8,2.0,3.0,0.0,1.0,0.6,0.4,2.0,0.2,0.6,28,0.4666666666666666,1
288,4xs5npe9hk8uyyyidrctcckfe,2020,2021-01-16 19:00:00,2021,1,sábado,19,Fluminense FC,SC do Recife,Estádio Nilton Santos,Heber Roberto Lopes,No data,,16 de janeiro de 2021 19:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4xs5npe9hk8uyyyidrctcckfe,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,2,1,1,0,1,0.8,1.0,1.0,3.0,1.0,2.2,-1.2,3.0,0.0,0.26666666666666666,29,0.4666666666666666,1.4,2.0,1.0,2.0,0.6,0.6,0.0,2.2,0.0,0.4666666666666667,29,0.13333333333333333,1
289,4xxbabzx5w4j6wsg7b8hkdu96,2020,2021-01-16 21:00:00,2021,1,sábado,21,CR Vasco da Gama,Coritiba FBC,São Januário,Flavio Rodrigues De Souza,No data,,16 de janeiro de 2021 21:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4xxbabzx5w4j6wsg7b8hkdu96,0,2,1,0,1,0,0,1,2,0,0,0,0,0,1,-1,4,1,1,0,0,1.6,2.0,2.0,1.0,1.0,0.8,0.2,2.4,0.0,0.5333333333333333,28,0.5333333333333333,0.2,0.0,1.0,4.0,0.4,1.4,-1.0,2.0,0.0,0.06666666666666667,29,0.06666666666666667,1
290,4wx3drknvd26rhosfcptz4sx6,2020,2021-01-17 16:00:00,2021,1,domingo,16,Santos FC Sao Paulo,Botafogo FR,Vila Belmiro,Leandro Pedro Vuaden,No data,,17 de janeiro de 2021 16:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4wx3drknvd26rhosfcptz4sx6,2,2,0,0,0,0,0,1,1,0,0,0,1,0,3,1,3,0,0,1,0,1.0,1.0,2.0,2.0,1.0,1.6,-0.6,2.0,0.0,0.3333333333333333,28,0.7333333333333334,0.6,1.0,0.0,4.0,0.6,2.0,-1.4,2.0,0.0,0.2,29,0.19999999999999998,1
291,4x3x6vxm968deuq2mve1gh756,2020,2021-01-17 16:00:00,2021,1,domingo,16,Club Athletico Paranaense,São Paulo FC,Arena da Baixada,Wilton Pereira Sampaio,No data,,17 de janeiro de 2021 16:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4x3x6vxm968deuq2mve1gh756,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,2.0,3.0,1.0,1.0,1.2,0.2,1.0,2.0,0.0,0.6666666666666666,29,0.6,1.2,2.0,0.0,3.0,1.4,1.4,0.0,1.6,0.2,0.4,29,0.6,1
292,4yber4i85zueq9cfs8nqfpch6,2020,2021-01-17 18:15:00,2021,1,domingo,18,Clube Atlético Mineiro,Atlético Goianiense,Mineirão,Braulio da Silva Machado,No data,,17 de janeiro de 2021 18:15,3,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4yber4i85zueq9cfs8nqfpch6,3,2,0,0,0,0,0,1,3,0,0,0,0,0,4,2,5,0,0,0,0,1.6,2.0,2.0,1.0,1.4,1.4,0.0,1.6,0.2,0.5333333333333333,28,0.6666666666666666,1.6,2.0,2.0,1.0,1.2,1.0,0.2,2.8,0.0,0.5333333333333333,29,0.4666666666666666,1
293,4x8wh4rulru7yl5qqzgfnyrfu,2020,2021-01-17 20:30:00,2021,1,domingo,20,Ceará SC,Red Bull Bragantino,Castelão,Marcelo de Lima Henrique,No data,,17 de janeiro de 2021 20:30,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4x8wh4rulru7yl5qqzgfnyrfu,1,1,0,0,0,1,0,2,2,0,0,0,2,0,3,-1,3,0,0,1,0,1.4,2.0,1.0,2.0,1.2,1.0,0.2,2.2,0.2,0.4666666666666667,29,0.19999999999999998,1.4,2.0,1.0,2.0,1.6,1.4,0.2,2.4,0.0,0.4666666666666667,29,0.3333333333333333,1
294,4y2emqb9elo3437p84vuvdxm2,2020,2021-01-17 20:30:00,2021,1,domingo,20,SC Internacional,Fortaleza EC,Beira-Rio,Rodrigo D'Alonso Ferreira,No data,,17 de janeiro de 2021 20:30,4,2,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4y2emqb9elo3437p84vuvdxm2,4,0,0,0,0,0,1,2,3,0,0,0,1,0,6,2,3,0,0,1,1,3.0,5.0,0.0,0.0,1.8,0.4,1.4,2.6,0.0,1.0,29,0.6666666666666666,0.4,0.0,2.0,3.0,0.2,1.0,-0.8,2.2,0.2,0.13333333333333333,29,0.26666666666666666,1
